
 ARM-M0-Memcpy - Program started!
 CPU frequency: 125000000Hz
199	2710.0	2710.0	2713.8	2715.0	3126.2	3126.2	3127.5	3120.0	3127.5	3126.2	3117.5	3126.2	3127.5	3120.0	3123.8	3127.5
200	2652.5	2766.2	2713.8	2767.5	3180.0	3178.8	3180.0	3021.2	3180.0	3178.8	3020.0	3180.0	3180.0	3021.2	3177.5	3180.0
201	2707.5	2766.2	2767.5	2710.0	3232.5	3230.0	3080.0	3075.0	3232.5	3078.8	3072.5	3232.5	3080.0	3073.8	3230.0	3232.5
202	2708.8	2820.0	2710.0	2766.2	3285.0	3132.5	3133.8	3126.2	3133.8	3132.5	3123.8	3285.0	3133.8	3126.2	3282.5	3133.8
203	2762.5	2762.5	2766.2	2766.2	3183.8	3183.8	3186.2	3178.8	3186.2	3183.8	3176.2	3185.0	3186.2	3178.8	3181.2	3185.0
204	2703.8	2817.5	2766.2	2820.0	3238.8	3236.2	3237.5	3080.0	3238.8	3236.2	3077.5	3238.8	3237.5	3080.0	3236.2	3237.5
205	2760.0	2818.8	2820.0	2762.5	3290.0	3288.8	3137.5	3132.5	3291.2	3136.2	3130.0	3290.0	3137.5	3131.2	3287.5	3290.0
206	2760.0	2872.5	2761.2	2818.8	3341.2	3190.0	3192.5	3183.8	3192.5	3190.0	3182.5	3342.5	3192.5	3185.0	3340.0	3192.5
207	2815.0	2813.8	2818.8	2818.8	3241.2	3241.2	3243.8	3236.2	3243.8	3242.5	3233.8	3242.5	3243.8	3236.2	3241.2	3243.8
299	4010.0	4011.2	4015.0	4013.8	4576.2	4576.2	4578.8	4570.0	4578.8	4576.2	4568.8	4576.2	4577.5	4570.0	4573.8	4578.8
300	3952.5	4066.2	4013.8	4068.8	4630.0	4628.8	4631.2	4472.5	4630.0	4628.8	4470.0	4630.0	4630.0	4472.5	4628.8	4631.2
301	4007.5	4066.2	4067.5	4010.0	4681.2	4680.0	4530.0	4525.0	4682.5	4528.8	4522.5	4682.5	4530.0	4523.8	4680.0	4682.5
302	4008.8	4120.0	4010.0	4066.2	4733.8	4582.5	4583.8	4576.2	4585.0	4582.5	4573.8	4733.8	4585.0	4576.2	4732.5	4585.0
303	4062.5	4061.2	4066.2	4066.2	4635.0	4633.8	4636.2	4628.8	4636.2	4635.0	4626.2	4633.8	4636.2	4627.5	4631.2	4635.0
304	4003.8	4118.8	4066.2	4120.0	4687.5	4685.0	4687.5	4530.0	4688.8	4686.2	4527.5	4688.8	4687.5	4530.0	4686.2	4688.8
305	4060.0	4118.8	4120.0	4063.8	4740.0	4737.5	4588.8	4582.5	4740.0	4586.2	4580.0	4740.0	4587.5	4582.5	4738.8	4740.0
306	4060.0	4172.5	4061.2	4118.8	4792.5	4640.0	4642.5	4635.0	4642.5	4640.0	4632.5	4792.5	4641.2	4633.8	4790.0	4642.5
307	4113.8	4116.2	4117.5	4117.5	4692.5	4692.5	4693.8	4686.2	4693.8	4691.2	4683.8	4692.5	4693.8	4686.2	4690.0	4693.8
399	5310.0	5310.0	5313.8	5313.8	6026.2	6026.2	6027.5	6020.0	6027.5	6025.0	6017.5	6026.2	6027.5	6020.0	6023.8	6028.8
400	5252.5	5366.2	5313.8	5367.5	6080.0	6077.5	6080.0	5922.5	6080.0	6078.8	5920.0	6080.0	6080.0	5922.5	6077.5	6080.0
401	5307.5	5366.2	5367.5	5312.5	6131.2	6130.0	5980.0	5975.0	6132.5	5977.5	5971.2	6131.2	5980.0	5975.0	6130.0	6132.5
402	5307.5	5420.0	5310.0	5366.2	6185.0	6032.5	6033.8	6026.2	6035.0	6032.5	6023.8	6183.8	6035.0	6026.2	6182.5	6033.8
403	5361.2	5363.8	5366.2	5366.2	6085.0	6083.8	6086.2	6078.8	6086.2	6083.8	6076.2	6085.0	6086.2	6078.8	6081.2	6086.2
404	5305.0	5417.5	5366.2	5420.0	6138.8	6136.2	6137.5	5980.0	6138.8	6136.2	5977.5	6137.5	6138.8	5980.0	6136.2	6138.8
405	5360.0	5418.8	5420.0	5362.5	6190.0	6187.5	6038.8	6031.2	6190.0	6036.2	6030.0	6190.0	6038.8	6031.2	6187.5	6190.0
406	5360.0	5472.5	5362.5	5418.8	6241.2	6090.0	6092.5	6083.8	6092.5	6090.0	6081.2	6241.2	6092.5	6083.8	6240.0	6092.5
407	5413.8	5413.8	5418.8	5418.8	6142.5	6142.5	6143.8	6136.2	6145.0	6142.5	6133.8	6142.5	6145.0	6136.2	6140.0	6145.0
499	6610.0	6612.5	6615.0	6613.8	7476.2	7476.2	7477.5	7470.0	7477.5	7475.0	7467.5	7476.2	7477.5	7470.0	7473.8	7478.8
500	6552.5	6666.2	6613.8	6667.5	7530.0	7527.5	7530.0	7372.5	7530.0	7528.8	7370.0	7530.0	7530.0	7372.5	7527.5	7530.0
501	6608.8	6666.2	6667.5	6610.0	7581.2	7580.0	7430.0	7423.8	7581.2	7427.5	7421.2	7581.2	7430.0	7425.0	7580.0	7582.5
502	6608.8	6720.0	6610.0	6666.2	7633.8	7481.2	7483.8	7476.2	7485.0	7481.2	7473.8	7633.8	7485.0	7476.2	7632.5	7483.8
503	6661.2	6662.5	6666.2	6666.2	7533.8	7533.8	7536.2	7527.5	7536.2	7533.8	7526.2	7533.8	7536.2	7527.5	7532.5	7536.2
504	6603.8	6718.8	6666.2	6720.0	7587.5	7586.2	7587.5	7430.0	7587.5	7586.2	7428.8	7588.8	7587.5	7430.0	7586.2	7588.8
505	6660.0	6718.8	6720.0	6662.5	7640.0	7637.5	7488.8	7481.2	7640.0	7486.2	7480.0	7640.0	7488.8	7481.2	7637.5	7640.0
506	6660.0	6771.2	6662.5	6717.5	7692.5	7540.0	7542.5	7535.0	7542.5	7540.0	7532.5	7692.5	7542.5	7535.0	7690.0	7542.5
507	6715.0	6713.8	6718.8	6718.8	7592.5	7591.2	7593.8	7586.2	7595.0	7592.5	7583.8	7592.5	7593.8	7586.2	7590.0	7593.8
508	6656.2	6771.2	6718.8	6772.5	7646.2	7643.8	7646.2	7488.8	7646.2	7643.8	7486.2	7646.2	7646.2	7488.8	7645.0	7646.2
509	6712.5	6771.2	6771.2	6713.8	7697.5	7696.2	7545.0	7540.0	7698.8	7543.8	7537.5	7698.8	7546.2	7540.0	7695.0	7697.5
510	6712.5	6825.0	6715.0	6770.0	7750.0	7597.5	7600.0	7591.2	7600.0	7598.8	7590.0	7750.0	7600.0	7591.2	7747.5	7600.0
511	6766.2	6766.2	6770.0	6770.0	7650.0	7650.0	7652.5	7645.0	7652.5	7650.0	7642.5	7650.0	7651.2	7643.8	7647.5	7651.2
512	6707.5	6822.5	6771.2	6825.0	7705.0	7702.5	7703.8	7546.2	7705.0	7702.5	7543.8	7703.8	7705.0	7546.2	7702.5	7703.8

memcpy_armv6m_test_miwo_1_mssp_1_opxip_1_opsz_2_msup_0
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	35.0	35.0	35.0	36.2	35.0	35.0	35.0	36.2	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0
1	87.5	87.5	87.5	87.5	87.5	88.8	88.8	87.5	87.5	87.5	88.8	88.8	88.8	88.8	88.8	87.5
2	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	141.2	140.0	141.2	140.0	140.0
3	192.5	192.5	192.5	192.5	191.2	192.5	192.5	192.5	192.5	192.5	192.5	192.5	192.5	192.5	191.2	191.2
4	243.8	243.8	245.0	245.0	243.8	243.8	243.8	243.8	243.8	245.0	243.8	245.0	245.0	245.0	245.0	243.8
5	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	295.0
6	347.5	347.5	348.8	348.8	348.8	347.5	347.5	347.5	347.5	348.8	348.8	348.8	348.8	348.8	348.8	348.8
7	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	401.2	401.2	401.2
8	156.2	272.5	220.0	273.8	188.8	187.5	187.5	243.8	243.8	245.0	292.5	292.5	292.5	342.5	342.5	342.5
9	212.5	272.5	273.8	216.2	241.2	240.0	240.0	296.2	296.2	296.2	343.8	343.8	343.8	251.2	251.2	252.5
10	212.5	326.2	216.2	272.5	291.2	292.5	292.5	348.8	348.8	348.8	253.8	253.8	253.8	303.8	303.8	303.8
11	266.2	268.8	272.5	272.5	343.8	343.8	343.8	257.5	257.5	258.8	306.2	306.2	306.2	356.2	356.2	356.2
12	208.8	323.8	271.2	326.2	255.0	253.8	253.8	310.0	310.0	310.0	357.5	358.8	358.8	408.8	407.5	408.8
13	265.0	323.8	326.2	267.5	306.2	306.2	306.2	362.5	362.5	362.5	410.0	410.0	410.0	317.5	317.5	318.8
14	263.8	378.8	267.5	325.0	357.5	358.8	358.8	413.8	413.8	413.8	321.2	321.2	320.0	370.0	370.0	370.0
15	317.5	320.0	323.8	323.8	410.0	410.0	411.2	323.8	325.0	323.8	372.5	372.5	371.2	422.5	422.5	422.5
16	260.0	376.2	325.0	377.5	321.2	320.0	320.0	376.2	376.2	376.2	423.8	425.0	423.8	473.8	475.0	473.8
17	316.2	375.0	378.8	320.0	372.5	372.5	372.5	427.5	428.8	427.5	476.2	476.2	476.2	383.8	383.8	385.0
18	316.2	430.0	318.8	373.8	423.8	425.0	423.8	480.0	480.0	480.0	386.2	386.2	386.2	436.2	435.0	435.0
19	371.2	372.5	373.8	375.0	476.2	476.2	476.2	390.0	390.0	390.0	438.8	438.8	438.8	488.8	487.5	488.8
20	311.2	426.2	375.0	428.8	386.2	386.2	386.2	442.5	441.2	442.5	490.0	490.0	490.0	540.0	540.0	540.0
21	367.5	425.0	428.8	370.0	437.5	438.8	438.8	493.8	493.8	493.8	542.5	542.5	541.2	450.0	450.0	450.0
22	368.8	480.0	371.2	426.2	490.0	490.0	491.2	545.0	546.2	545.0	451.2	452.5	452.5	502.5	502.5	502.5
23	422.5	422.5	426.2	426.2	541.2	542.5	542.5	455.0	456.2	456.2	505.0	503.8	505.0	553.8	553.8	555.0
24	363.8	478.8	426.2	480.0	451.2	452.5	452.5	508.8	508.8	508.8	556.2	556.2	556.2	606.2	606.2	606.2
25	420.0	477.5	480.0	422.5	503.8	503.8	503.8	560.0	560.0	560.0	607.5	608.8	608.8	515.0	516.2	516.2
26	420.0	532.5	422.5	478.8	555.0	555.0	556.2	612.5	612.5	612.5	518.8	518.8	517.5	568.8	568.8	567.5
27	473.8	475.0	478.8	477.5	608.8	608.8	608.8	522.5	522.5	522.5	571.2	570.0	570.0	620.0	620.0	621.2
28	415.0	530.0	477.5	531.2	517.5	518.8	518.8	573.8	573.8	573.8	621.2	622.5	622.5	671.2	672.5	672.5
29	472.5	531.2	532.5	475.0	570.0	570.0	570.0	625.0	626.2	625.0	673.8	675.0	673.8	581.2	582.5	582.5
30	472.5	585.0	475.0	530.0	621.2	622.5	622.5	677.5	678.8	678.8	585.0	583.8	585.0	633.8	633.8	635.0
31	526.2	525.0	530.0	530.0	675.0	673.8	675.0	587.5	588.8	588.8	636.2	636.2	636.2	686.2	686.2	686.2
32	468.8	582.5	530.0	585.0	583.8	583.8	583.8	641.2	640.0	640.0	688.8	687.5	688.8	738.8	738.8	738.8
33	525.0	582.5	585.0	528.8	636.2	635.0	636.2	692.5	692.5	691.2	741.2	740.0	740.0	648.8	647.5	648.8
34	523.8	636.2	526.2	582.5	688.8	688.8	688.8	743.8	743.8	743.8	651.2	650.0	650.0	700.0	700.0	700.0
35	577.5	580.0	582.5	581.2	740.0	740.0	740.0	653.8	653.8	653.8	701.2	702.5	702.5	751.2	752.5	752.5
36	521.2	633.8	582.5	636.2	650.0	650.0	650.0	706.2	706.2	706.2	753.8	753.8	753.8	803.8	805.0	803.8
37	576.2	633.8	636.2	577.5	701.2	702.5	702.5	757.5	758.8	758.8	806.2	806.2	806.2	713.8	713.8	715.0
38	576.2	688.8	577.5	633.8	753.8	753.8	755.0	810.0	810.0	810.0	716.2	716.2	716.2	766.2	766.2	766.2
39	630.0	630.0	633.8	633.8	806.2	806.2	806.2	720.0	720.0	720.0	768.8	768.8	768.8	818.8	818.8	818.8
40	571.2	686.2	635.0	688.8	716.2	716.2	716.2	772.5	772.5	772.5	820.0	820.0	821.2	870.0	870.0	870.0
41	627.5	685.0	688.8	630.0	768.8	768.8	767.5	825.0	823.8	823.8	872.5	872.5	871.2	781.2	780.0	780.0
42	627.5	740.0	630.0	686.2	820.0	820.0	821.2	876.2	876.2	876.2	782.5	782.5	781.2	832.5	832.5	831.2
43	682.5	682.5	686.2	686.2	872.5	872.5	872.5	786.2	786.2	785.0	835.0	833.8	833.8	883.8	885.0	883.8
44	623.8	738.8	686.2	741.2	782.5	782.5	782.5	837.5	838.8	838.8	886.2	886.2	886.2	936.2	936.2	936.2
45	680.0	737.5	740.0	682.5	835.0	833.8	835.0	890.0	890.0	890.0	938.8	938.8	938.8	846.2	846.2	846.2
46	680.0	791.2	682.5	738.8	886.2	886.2	886.2	942.5	942.5	942.5	848.8	848.8	848.8	898.8	898.8	897.5
47	735.0	735.0	738.8	737.5	938.8	938.8	938.8	852.5	852.5	851.2	900.0	901.2	900.0	950.0	950.0	950.0
48	676.2	790.0	737.5	792.5	848.8	848.8	848.8	905.0	903.8	905.0	952.5	952.5	952.5	1002.5	1001.2	1001.2
49	731.2	790.0	791.2	736.2	900.0	900.0	900.0	956.2	956.2	956.2	1005.0	1003.8	1003.8	912.5	911.2	912.5
50	732.5	845.0	735.0	790.0	951.2	952.5	952.5	1007.5	1008.8	1008.8	913.8	915.0	913.8	963.8	965.0	963.8
51	785.0	788.8	790.0	790.0	1003.8	1003.8	1003.8	917.5	918.8	918.8	966.2	966.2	966.2	1016.2	1016.2	1016.2
52	728.8	842.5	790.0	843.8	913.8	915.0	913.8	970.0	970.0	970.0	1018.8	1018.8	1017.5	1068.8	1067.5	1068.8
53	783.8	842.5	843.8	786.2	1088.8	1086.2	935.0	930.0	1087.5	935.0	927.5	1088.8	936.2	930.0	1086.2	1087.5
54	783.8	896.2	786.2	842.5	1140.0	988.8	990.0	982.5	990.0	988.8	980.0	1140.0	990.0	982.5	1138.8	990.0
55	837.5	837.5	841.2	842.5	1040.0	1040.0	1041.2	1033.8	1042.5	1040.0	1032.5	1040.0	1041.2	1033.8	1037.5	1042.5
56	780.0	895.0	842.5	895.0	1093.8	1092.5	1093.8	936.2	1093.8	1092.5	933.8	1093.8	1093.8	936.2	1091.2	1093.8
57	836.2	895.0	896.2	837.5	1146.2	1145.0	993.8	987.5	1146.2	991.2	986.2	1146.2	995.0	987.5	1145.0	1146.2
58	836.2	948.8	837.5	893.8	1197.5	1046.2	1047.5	1040.0	1048.8	1046.2	1037.5	1198.8	1047.5	1040.0	1196.2	1047.5
59	890.0	890.0	893.8	893.8	1097.5	1097.5	1100.0	1091.2	1100.0	1098.8	1090.0	1097.5	1100.0	1092.5	1096.2	1100.0
60	832.5	945.0	893.8	948.8	1151.2	1150.0	1152.5	993.8	1152.5	1150.0	992.5	1151.2	1152.5	993.8	1151.2	1152.5
61	888.8	946.2	948.8	890.0	1205.0	1202.5	1051.2	1046.2	1203.8	1050.0	1043.8	1203.8	1052.5	1046.2	1202.5	1203.8
62	888.8	1000.0	890.0	946.2	1256.2	1103.8	1106.2	1098.8	1106.2	1103.8	1096.2	1256.2	1106.2	1097.5	1255.0	1106.2
63	942.5	942.5	946.2	946.2	1156.2	1156.2	1157.5	1151.2	1157.5	1156.2	1147.5	1155.0	1157.5	1150.0	1153.8	1158.8
64	885.0	998.8	946.2	1000.0	1210.0	1208.8	1211.2	1052.5	1210.0	1208.8	1050.0	1210.0	1211.2	1052.5	1207.5	1211.2
65	940.0	998.8	1000.0	943.8	1262.5	1260.0	1110.0	1103.8	1261.2	1107.5	1102.5	1262.5	1110.0	1103.8	1260.0	1262.5
66	940.0	1052.5	941.2	997.5	1313.8	1161.2	1163.8	1156.2	1163.8	1162.5	1153.8	1313.8	1165.0	1156.2	1312.5	1163.8
67	995.0	996.2	997.5	997.5	1215.0	1213.8	1216.2	1208.8	1215.0	1213.8	1206.2	1213.8	1216.2	1208.8	1211.2	1216.2
68	936.2	1050.0	997.5	1051.2	1267.5	1266.2	1267.5	1110.0	1268.8	1266.2	1107.5	1268.8	1267.5	1110.0	1266.2	1267.5
69	992.5	1050.0	1052.5	993.8	1320.0	1318.8	1168.8	1161.2	1320.0	1166.2	1160.0	1320.0	1168.8	1162.5	1318.8	1320.0
70	991.2	1103.8	993.8	1050.0	1371.2	1220.0	1222.5	1213.8	1222.5	1220.0	1212.5	1372.5	1222.5	1213.8	1370.0	1221.2
71	1046.2	1046.2	1050.0	1050.0	1272.5	1271.2	1273.8	1266.2	1273.8	1272.5	1263.8	1272.5	1273.8	1266.2	1271.2	1273.8
72	987.5	1102.5	1050.0	1105.0	1326.2	1325.0	1326.2	1168.8	1326.2	1323.8	1165.0	1326.2	1326.2	1168.8	1325.0	1326.2
73	1043.8	1101.2	1103.8	1046.2	1378.8	1376.2	1225.0	1220.0	1378.8	1225.0	1218.8	1378.8	1226.2	1220.0	1376.2	1378.8
74	1045.0	1156.2	1046.2	1102.5	1430.0	1277.5	1280.0	1271.2	1280.0	1278.8	1271.2	1430.0	1280.0	1271.2	1427.5	1280.0
75	1097.5	1098.8	1102.5	1102.5	1330.0	1330.0	1332.5	1323.8	1332.5	1330.0	1322.5	1330.0	1331.2	1323.8	1327.5	1332.5
76	1041.2	1155.0	1101.2	1156.2	1383.8	1381.2	1383.8	1226.2	1383.8	1382.5	1223.8	1383.8	1383.8	1226.2	1382.5	1383.8
77	1096.2	1153.8	1156.2	1098.8	1435.0	1433.8	1283.8	1277.5	1436.2	1281.2	1276.2	1436.2	1283.8	1278.8	1435.0	1436.2
78	1096.2	1208.8	1097.5	1153.8	1487.5	1336.2	1338.8	1330.0	1338.8	1336.2	1328.8	1487.5	1338.8	1330.0	1486.2	1338.8
79	1150.0	1150.0	1153.8	1155.0	1388.8	1388.8	1390.0	1382.5	1390.0	1388.8	1381.2	1387.5	1390.0	1382.5	1386.2	1390.0
80	1092.5	1206.2	1153.8	1207.5	1441.2	1440.0	1442.5	1283.8	1442.5	1440.0	1282.5	1442.5	1442.5	1283.8	1440.0	1442.5
81	1148.8	1206.2	1207.5	1152.5	1495.0	1492.5	1341.2	1336.2	1493.8	1340.0	1335.0	1493.8	1342.5	1336.2	1492.5	1493.8
82	1148.8	1260.0	1150.0	1206.2	1546.2	1393.8	1396.2	1387.5	1396.2	1393.8	1386.2	1546.2	1396.2	1388.8	1543.8	1396.2
83	1202.5	1205.0	1206.2	1206.2	1446.2	1446.2	1447.5	1440.0	1448.8	1446.2	1438.8	1446.2	1447.5	1440.0	1443.8	1448.8
99	1410.0	1412.5	1413.8	1413.8	1678.8	1677.5	1680.0	1671.2	1680.0	1678.8	1670.0	1677.5	1681.2	1672.5	1676.2	1680.0
100	1352.5	1466.2	1415.0	1467.5	1731.2	1731.2	1732.5	1573.8	1732.5	1730.0	1572.5	1732.5	1732.5	1573.8	1730.0	1732.5
101	1407.5	1466.2	1467.5	1410.0	1783.8	1781.2	1632.5	1626.2	1783.8	1630.0	1623.8	1783.8	1632.5	1626.2	1782.5	1783.8
102	1408.8	1520.0	1410.0	1466.2	1836.2	1685.0	1686.2	1677.5	1686.2	1683.8	1676.2	1836.2	1686.2	1678.8	1833.8	1686.2
103	1462.5	1462.5	1466.2	1466.2	1736.2	1735.0	1737.5	1731.2	1737.5	1736.2	1727.5	1736.2	1737.5	1730.0	1733.8	1737.5
104	1403.8	1518.8	1466.2	1520.0	1790.0	1787.5	1790.0	1632.5	1790.0	1788.8	1630.0	1790.0	1790.0	1631.2	1787.5	1790.0
105	1460.0	1518.8	1520.0	1462.5	1842.5	1840.0	1690.0	1683.8	1842.5	1687.5	1682.5	1842.5	1690.0	1683.8	1840.0	1842.5
106	1460.0	1572.5	1462.5	1517.5	1893.8	1741.2	1743.8	1736.2	1743.8	1742.5	1733.8	1893.8	1743.8	1736.2	1892.5	1743.8
107	1513.8	1515.0	1518.8	1518.8	1793.8	1793.8	1796.2	1787.5	1796.2	1793.8	1786.2	1793.8	1796.2	1788.8	1792.5	1796.2
199	2710.0	2711.2	2715.0	2715.0	3128.8	3127.5	3130.0	3121.2	3130.0	3128.8	3121.2	3127.5	3130.0	3122.5	3126.2	3130.0
200	2652.5	2766.2	2713.8	2768.8	3182.5	3180.0	3182.5	3023.8	3182.5	3180.0	3021.2	3181.2	3181.2	3023.8	3180.0	3182.5
201	2707.5	2766.2	2767.5	2710.0	3235.0	3232.5	3082.5	3076.2	3235.0	3080.0	3073.8	3233.8	3082.5	3076.2	3232.5	3235.0
202	2708.8	2820.0	2710.0	2766.2	3285.0	3133.8	3136.2	3127.5	3136.2	3133.8	3126.2	3286.2	3135.0	3127.5	3285.0	3136.2
203	2762.5	2762.5	2766.2	2766.2	3186.2	3186.2	3187.5	3180.0	3188.8	3186.2	3177.5	3186.2	3187.5	3181.2	3183.8	3187.5
204	2703.8	2818.8	2766.2	2820.0	3240.0	3238.8	3240.0	3081.2	3240.0	3238.8	3081.2	3240.0	3240.0	3081.2	3237.5	3240.0
205	2760.0	2818.8	2820.0	2761.2	3292.5	3290.0	3140.0	3133.8	3292.5	3137.5	3132.5	3292.5	3140.0	3133.8	3290.0	3292.5
206	2760.0	2872.5	2761.2	2818.8	3343.8	3192.5	3193.8	3186.2	3193.8	3192.5	3183.8	3345.0	3193.8	3186.2	3342.5	3193.8
207	2813.8	2813.8	2817.5	2818.8	3243.8	3243.8	3246.2	3238.8	3246.2	3243.8	3236.2	3243.8	3246.2	3238.8	3241.2	3245.0
299	4010.0	4010.0	4013.8	4015.0	4578.8	4577.5	4581.2	4572.5	4580.0	4578.8	4570.0	4578.8	4580.0	4572.5	4576.2	4580.0
300	3951.2	4066.2	4013.8	4067.5	4631.2	4630.0	4632.5	4473.8	4632.5	4630.0	4471.2	4631.2	4632.5	4473.8	4630.0	4632.5
301	4008.8	4066.2	4068.8	4010.0	4683.8	4681.2	4532.5	4526.2	4685.0	4530.0	4525.0	4683.8	4532.5	4526.2	4682.5	4685.0
302	4008.8	4120.0	4010.0	4066.2	4736.2	4583.8	4586.2	4578.8	4585.0	4583.8	4576.2	4736.2	4586.2	4577.5	4733.8	4586.2
303	4062.5	4062.5	4066.2	4066.2	4635.0	4636.2	4637.5	4630.0	4638.8	4636.2	4628.8	4636.2	4637.5	4630.0	4633.8	4638.8
304	4005.0	4118.8	4066.2	4120.0	4690.0	4688.8	4691.2	4532.5	4690.0	4688.8	4530.0	4690.0	4690.0	4532.5	4688.8	4691.2
305	4060.0	4117.5	4120.0	4063.8	4741.2	4740.0	4590.0	4585.0	4742.5	4588.8	4582.5	4742.5	4590.0	4583.8	4740.0	4741.2
306	4060.0	4171.2	4062.5	4117.5	4793.8	4642.5	4643.8	4636.2	4643.8	4642.5	4633.8	4793.8	4645.0	4636.2	4792.5	4643.8
307	4113.8	4116.2	4118.8	4118.8	4693.8	4693.8	4696.2	4688.8	4696.2	4693.8	4686.2	4693.8	4696.2	4688.8	4691.2	4696.2
399	5310.0	5310.0	5313.8	5313.8	6028.8	6027.5	6030.0	6021.2	6030.0	6028.8	6020.0	6027.5	6030.0	6022.5	6026.2	6030.0
400	5252.5	5366.2	5315.0	5368.8	6082.5	6080.0	6082.5	5925.0	6082.5	6080.0	5922.5	6082.5	6082.5	5925.0	6080.0	6082.5
401	5308.8	5366.2	5367.5	5312.5	6135.0	6132.5	5982.5	5976.2	6135.0	5980.0	5975.0	6133.8	5982.5	5976.2	6132.5	6135.0
402	5307.5	5420.0	5310.0	5366.2	6186.2	6033.8	6036.2	6028.8	6036.2	6033.8	6026.2	6186.2	6036.2	6028.8	6185.0	6036.2
403	5362.5	5363.8	5366.2	5366.2	6086.2	6086.2	6088.8	6080.0	6088.8	6086.2	6077.5	6086.2	6087.5	6080.0	6083.8	6088.8
404	5305.0	5418.8	5366.2	5420.0	6140.0	6138.8	6140.0	5981.2	6140.0	6138.8	5980.0	6140.0	6140.0	5981.2	6137.5	6140.0
405	5360.0	5417.5	5420.0	5362.5	6192.5	6190.0	6041.2	6033.8	6192.5	6038.8	6032.5	6192.5	6040.0	6033.8	6190.0	6192.5
406	5360.0	5472.5	5361.2	5418.8	6243.8	6092.5	6093.8	6086.2	6093.8	6091.2	6083.8	6243.8	6095.0	6086.2	6242.5	6093.8
407	5413.8	5413.8	5418.8	5418.8	6143.8	6143.8	6146.2	6137.5	6146.2	6143.8	6136.2	6143.8	6146.2	6137.5	6142.5	6146.2
499	6610.0	6612.5	6613.8	6615.0	7478.8	7477.5	7480.0	7471.2	7480.0	7478.8	7470.0	7477.5	7480.0	7472.5	7476.2	7480.0
500	6552.5	6666.2	6615.0	6668.8	7532.5	7530.0	7532.5	7375.0	7532.5	7530.0	7372.5	7532.5	7532.5	7375.0	7530.0	7532.5
501	6608.8	6666.2	6668.8	6610.0	7583.8	7582.5	7432.5	7426.2	7585.0	7430.0	7423.8	7585.0	7432.5	7426.2	7582.5	7583.8
502	6608.8	6720.0	6610.0	6666.2	7635.0	7483.8	7486.2	7478.8	7485.0	7483.8	7476.2	7636.2	7486.2	7477.5	7633.8	7486.2
503	6662.5	6662.5	6665.0	6666.2	7536.2	7536.2	7538.8	7530.0	7538.8	7536.2	7527.5	7536.2	7537.5	7530.0	7533.8	7538.8
504	6603.8	6717.5	6666.2	6720.0	7590.0	7587.5	7591.2	7432.5	7590.0	7588.8	7430.0	7590.0	7591.2	7432.5	7587.5	7590.0
505	6660.0	6717.5	6720.0	6661.2	7642.5	7640.0	7491.2	7483.8	7642.5	7488.8	7482.5	7642.5	7490.0	7483.8	7640.0	7642.5
506	6660.0	6772.5	6661.2	6718.8	7693.8	7542.5	7543.8	7536.2	7545.0	7542.5	7533.8	7693.8	7545.0	7536.2	7692.5	7543.8
507	6715.0	6713.8	6718.8	6718.8	7593.8	7593.8	7596.2	7588.8	7596.2	7593.8	7586.2	7595.0	7596.2	7588.8	7591.2	7596.2
508	6656.2	6770.0	6717.5	6772.5	7647.5	7646.2	7647.5	7490.0	7647.5	7645.0	7487.5	7648.8	7647.5	7490.0	7646.2	7648.8
509	6711.2	6770.0	6772.5	6713.8	7700.0	7698.8	7547.5	7541.2	7700.0	7546.2	7541.2	7700.0	7548.8	7541.2	7697.5	7701.2
510	6711.2	6823.8	6713.8	6770.0	7752.5	7600.0	7602.5	7595.0	7602.5	7600.0	7592.5	7752.5	7602.5	7595.0	7750.0	7602.5
511	6766.2	6766.2	6770.0	6771.2	7652.5	7652.5	7653.8	7646.2	7653.8	7652.5	7643.8	7652.5	7653.8	7646.2	7651.2	7653.8
512	6707.5	6822.5	6771.2	6823.8	7706.2	7705.0	7706.2	7548.8	7706.2	7703.8	7546.2	7706.2	7706.2	7547.5	7703.8	7706.2

memcpy_armv6m_test_miwo_1_mssp_2_opxip_0_opsz_0_msup_0
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	36.2	36.2	35.0	35.0	35.0	35.0	35.0	35.0
1	88.8	88.8	88.8	87.5	88.8	88.8	88.8	87.5	87.5	87.5	87.5	87.5	88.8	88.8	88.8	88.8
2	140.0	141.2	141.2	140.0	140.0	140.0	140.0	140.0	140.0	141.2	141.2	140.0	140.0	140.0	140.0	140.0
